ProtocolID,FreezeID,EmpiricalRowID,EmpiricalIndex,FamilyID,ClockIndex,TauCoordinate,EmbeddingValue,SourceBridge,UsesTargetResiduals,UsesScoreOutcomes,ObjectConstructionAuthorized,ScoringAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.321,7,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,7,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.321,7,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,7,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.321,7,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,7,TEMPLATE_M_PARENT_MORPHOLOGY,0.1848262873651419,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.321,7,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,7,TEMPLATE_P_MORPH_PROJECTION,-0.2115272284723623,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.321,7,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,7,TEMPLATE_COORD_ORIGIN_CENTER,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.321,7,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,7,TEMPLATE_COORD_SCALE_UNIT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.321,7,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,7,TEMPLATE_EXT_SOURCE_FAMILY,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.321,7,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,7,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.48,8,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,8,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.48,8,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,8,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.48,8,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,8,TEMPLATE_M_PARENT_MORPHOLOGY,0.0434885382035628,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.48,8,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,8,TEMPLATE_P_MORPH_PROJECTION,-0.0287353652469303,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.48,8,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,8,TEMPLATE_COORD_ORIGIN_CENTER,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.48,8,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,8,TEMPLATE_COORD_SCALE_UNIT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.48,8,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,8,TEMPLATE_EXT_SOURCE_FAMILY,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.48,8,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,8,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.484,9,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,9,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.484,9,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,9,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.484,9,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,9,TEMPLATE_M_PARENT_MORPHOLOGY,0.0434885382035628,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.484,9,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,9,TEMPLATE_P_MORPH_PROJECTION,-1.055720192159499e-17,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.484,9,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,9,TEMPLATE_COORD_ORIGIN_CENTER,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.484,9,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,9,TEMPLATE_COORD_SCALE_UNIT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.484,9,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,9,TEMPLATE_EXT_SOURCE_FAMILY,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.484,9,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,9,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.33,10,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,10,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.33,10,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,10,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.33,10,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,10,TEMPLATE_M_PARENT_MORPHOLOGY,0.0434885382035628,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.33,10,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,10,TEMPLATE_P_MORPH_PROJECTION,0.0287353652469303,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.33,10,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,10,TEMPLATE_COORD_ORIGIN_CENTER,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.33,10,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,10,TEMPLATE_COORD_SCALE_UNIT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.33,10,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,10,TEMPLATE_EXT_SOURCE_FAMILY,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.33,10,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,10,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.334,11,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,11,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.334,11,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,11,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.334,11,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,11,TEMPLATE_M_PARENT_MORPHOLOGY,0.0434885382035628,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.334,11,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,11,TEMPLATE_P_MORPH_PROJECTION,0.0497711125817322,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.334,11,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,11,TEMPLATE_COORD_ORIGIN_CENTER,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.334,11,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,11,TEMPLATE_COORD_SCALE_UNIT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.334,11,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,11,TEMPLATE_EXT_SOURCE_FAMILY,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_2.334,11,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,11,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.38,12,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.38,12,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,TEMPLATE_B_BRANCH_RESPONSE,-0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.38,12,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,TEMPLATE_M_PARENT_MORPHOLOGY,0.217442691017814,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.38,12,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,TEMPLATE_P_MORPH_PROJECTION,-0.2873536524693031,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.38,12,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,TEMPLATE_COORD_ORIGIN_CENTER,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.38,12,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,TEMPLATE_COORD_SCALE_UNIT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.38,12,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,TEMPLATE_EXT_SOURCE_FAMILY,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.38,12,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.51,13,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,1,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.51,13,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,1,TEMPLATE_B_BRANCH_RESPONSE,-0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.51,13,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,1,TEMPLATE_M_PARENT_MORPHOLOGY,0.217442691017814,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.51,13,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,1,TEMPLATE_P_MORPH_PROJECTION,-0.2488555629086615,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.51,13,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,1,TEMPLATE_COORD_ORIGIN_CENTER,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.51,13,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,1,TEMPLATE_COORD_SCALE_UNIT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.51,13,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,1,TEMPLATE_EXT_SOURCE_FAMILY,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.51,13,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,1,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
