FamilyID,SampleID,z,D,D_prime,D_double_prime,H_D,H_D_prime,Source,SelectionRule,ClaimBoundary
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,0.38,1496.5099995432683,2349.1069805329653,0.0,0.0392654078616167,0.036533082454545,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_reconstruction_vector.csv,proxy_schema_dry_run_from_regularized_200_no_K2_fit_no_K1_refit,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,0.51,1809.1140296804692,2349.1069805318866,0.0,0.0440128297372856,0.0365330824545643,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_reconstruction_vector.csv,proxy_schema_dry_run_from_regularized_200_no_K2_fit_no_K1_refit,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,0.698,2265.6126471563566,2349.1069805324687,0.0,0.0507834542668615,0.0365330824545554,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_reconstruction_vector.csv,proxy_schema_dry_run_from_regularized_200_no_K2_fit_no_K1_refit,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,0.706,2284.4585810779818,2349.1069805318866,0.0,0.0510830127504817,0.0365330824545554,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_reconstruction_vector.csv,proxy_schema_dry_run_from_regularized_200_no_K2_fit_no_K1_refit,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,0.93,2805.202166649222,2335.9088943144206,0.0,0.0594275162256766,0.0365330824545554,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_reconstruction_vector.csv,proxy_schema_dry_run_from_regularized_200_no_K2_fit_no_K1_refit,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,0.934,2814.749446152294,2334.8335331404014,0.0,0.0595777707180072,0.0365330824545465,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_reconstruction_vector.csv,proxy_schema_dry_run_from_regularized_200_no_K2_fit_no_K1_refit,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,1.317,3701.5826324101,2230.208106512448,0.0,0.0732731099684498,0.036962204140391,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_reconstruction_vector.csv,proxy_schema_dry_run_from_regularized_200_no_K2_fit_no_K1_refit,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,1.321,3710.959583190227,2230.2081065130296,0.0,0.0734117898346864,0.0369622041404088,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_reconstruction_vector.csv,proxy_schema_dry_run_from_regularized_200_no_K2_fit_no_K1_refit,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,1.48,4054.103152249312,2230.208106512448,0.0,0.0792388397345138,0.0370059589116063,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_reconstruction_vector.csv,proxy_schema_dry_run_from_regularized_200_no_K2_fit_no_K1_refit,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,1.484,4063.4498914987057,2230.2081065136117,0.0,0.0793864120008892,0.0370059589115886,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_reconstruction_vector.csv,proxy_schema_dry_run_from_regularized_200_no_K2_fit_no_K1_refit,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,2.33,5881.793652095543,2230.2081065118664,0.0,0.1109943547076697,0.0370059589116063,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_reconstruction_vector.csv,proxy_schema_dry_run_from_regularized_200_no_K2_fit_no_K1_refit,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,2.334,5890.682558944143,2230.2081065130296,0.0,0.1111413285437838,0.0370059589115886,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_reconstruction_vector.csv,proxy_schema_dry_run_from_regularized_200_no_K2_fit_no_K1_refit,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
